replay_buffer/size,trainer/tdrp Loss,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/MMD Loss Mean,trainer/MMD Loss Std,trainer/MMD Loss Max,trainer/MMD Loss Min,trainer/Action Divergence Mean,trainer/Action Divergence Std,trainer/Action Divergence Max,trainer/Action Divergence Min,trainer/Raw Action Divergence Mean,trainer/Raw Action Divergence Std,trainer/Raw Action Divergence Max,trainer/Raw Action Divergence Min,trainer/Alpha,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1998000,[13188.821],0.023358865,0.022952357,0,0,0.08657199,-0.001442243,0.0018453617,0.0024176147,-0.0048123496,0.008523103,0.0013483554,0.011541791,0.005451258,0.020655274,0.15122512,0.9973742,-0.005630095,0.13657197,0.057333287,0.3209097,0.020201478,1.2098835,0.9311959,3.97126,0.0007938982,2.5738065,2.4616368,18.158592,0.0046212035,1.0010005235671997,0,0,4800,8,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7918805,0.35506156,0.99684083,-0.9997011,8,0.0,8.430708681000397,0.00937503797467798,0.04400580597575754,28.17762681201566,36.66171633696649,51.266948729986325,0
1998000,[13147.095],0.006831603,0.006632151,0,0,-0.0017162855,0.06240318,0.49770364,3.193006,-0.18795173,0.059483774,0.5018,3.2439337,-0.19346662,0.03243457,0.50065726,3.2307808,-0.21498276,0.048457682,0.025262952,0.13076797,0.0048261927,0.30350852,0.17931432,0.9383781,0.00057086995,0.43356478,0.29428536,1.7682799,0.00061937503,1.1128572225570679,0,0,9600,16,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028387597,0.18574838,0.47159943,-0.5685784,8,0.0,8.336964863934554,0.00918472302146256,0.03587890602648258,28.093298064079136,36.475326557061635,87.74467964703217,1
1998000,[13126.604],0.0046267807,0.0055650426,0,0,0.005985492,0.044884313,0.9417938,7.878048,-0.2964795,0.03471175,0.92886406,7.815651,-0.30184627,0.054519087,0.95296174,7.9048157,-0.29385564,0.054561302,0.027609194,0.1424478,0.0050789304,0.32635877,0.20936677,1.0858035,0.00018889274,0.47169068,0.3212973,1.9008956,0.0002617946,1.3128843307495117,0,0,14400,24,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009899982,0.13186616,0.522226,-0.6187773,8,0.0,8.147779493010603,0.01433025998994708,0.05301138001959771,26.918167366064154,35.1332884990843,122.88022574712522,2
1998000,[13070.558],0.0019200867,0.00287878,0,0,0.020224672,0.27614453,1.9726238,13.0700865,-0.33274084,0.2690935,1.954583,13.020494,-0.33184192,0.29501843,1.9839277,13.169692,-0.30309394,0.054231096,0.030143782,0.14740328,0.0049240035,0.3087636,0.2145693,1.3734086,4.9949078e-05,0.46995106,0.38738772,2.225007,9.5697775e-05,4.789231777191162,0,0,19200,32,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013907054,0.16029379,0.6147673,-0.49883187,8,0.0,7.202946334029548,0.009367292979732156,0.035253330948762596,27.022733742021956,34.27030069998,157.15282173105516,3
1998000,[13055.688],0.006520537,0.0068048993,0,0,0.17108884,0.33616337,2.3121774,17.94789,-0.32696936,0.33995917,2.310738,18.003578,-0.33256662,0.3254817,2.2815654,17.989275,-0.33303878,0.05496521,0.028507136,0.15465124,0.0067780456,0.33334523,0.23882084,1.4302443,0.0012982581,0.4812766,0.3746943,2.5873523,0.001866675,34.54586410522461,0,0,24000,40,600.0,0.0,600,600,0.005208333333333333,0.07198059875565237,1.0,0.0,3.125,8.267972847076846,25.0,0.0,0.004254029,0.19556062,0.65376353,-0.6835706,8,3.125,6.811167610925622,0.009176883031614125,0.037594618974253535,26.407421363983303,33.26536047691479,190.42046793398913,4
1998000,[13116.977],0.010791386,0.0064499485,0,0,0.9301434,0.6268338,3.3733408,20.804575,-0.3578263,0.63230515,3.3945816,20.905195,-0.37656283,0.66996974,3.4497569,21.134289,-0.3559053,0.05526319,0.030628879,0.16787589,0.006112187,0.29059216,0.22035092,1.4288185,0.00031783772,0.44926882,0.38184518,2.255511,0.00047656396,177.00347900390625,0,0,28800,48,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010953928,0.23343205,0.61868834,-0.734712,8,0.0,6.889692128985189,0.008220351999625564,0.03313661308493465,26.95539992302656,33.88644901709631,224.31025460001547,5
1998000,[12978.505],0.008046764,0.00506845,0,0,-0.2984173,0.4326992,3.1101253,26.316101,-0.4126773,0.41760066,3.0802164,26.171347,-0.4284266,0.42044732,3.058089,25.963808,-0.41100574,0.048504695,0.027405677,0.13631462,0.0035444747,0.24811676,0.19925001,1.1213566,0.00012458467,0.39902994,0.3139885,1.6860133,0.00013905458,199.51499938964844,0,0,33600,56,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023437886,0.26937297,0.7488179,-0.91391027,8,0.0,6.852035672985949,0.009150875033810735,0.03678816801402718,27.285553946974687,34.183528663008474,258.49581972905435,6
1998000,[13057.753],0.0036112524,0.0056142053,0,0,-0.08722807,0.71169657,3.9901953,25.11959,-0.32807806,0.7073506,3.9921784,25.123898,-0.3191216,0.7051518,3.98939,25.09774,-0.32945225,0.04947733,0.027592199,0.14704661,0.0036602959,0.26675925,0.21675739,1.4530511,0.0004981899,0.4003631,0.3221384,2.3931258,0.0011572511,166.85067749023438,0,0,38400,64,600.0,0.0,600,600,0.005,0.07053367989832941,1.0,0.0,3.0,7.937253933193772,24.0,0.0,0.0046684807,0.30380479,0.78933024,-0.9116318,8,3.0,6.9577749309828505,0.00913720193784684,0.04298399202525616,26.689743902999908,33.69964002794586,292.1977490191348,7
1998000,[12877.016],0.014041886,0.009581073,0,0,0.2680768,0.763441,4.5666046,34.556087,-0.4392101,0.7606001,4.5783134,34.655277,-0.44290158,0.78350693,4.6318517,35.05824,-0.42009103,0.051917918,0.030198032,0.20769161,0.0036602959,0.26105458,0.20843872,1.2013452,0.00087812316,0.4191996,0.34480858,2.6588213,0.0009839959,139.8094482421875,0,0,43200,72,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0408425,0.31152907,0.7416935,-0.75684,8,0.0,6.745168132008985,0.009146181982941926,0.03936710092239082,26.635800297022797,33.429481711937115,325.6295219431631,8
1998000,[12792.479],0.009421144,0.009563375,0,0,0.2331264,1.1007435,5.4254937,33.619915,-0.61468315,1.0997334,5.433353,33.618603,-0.63619125,1.1171513,5.4788933,33.878895,-0.6226933,0.051030252,0.030337064,0.15640876,0.0022742746,0.2600842,0.21879,1.6735942,2.9090957e-05,0.4110852,0.34260383,2.3668742,0.0004980903,226.40147399902344,0,0,48000,80,600.0,0.0,600,600,0.004583333333333333,0.06754499529120488,1.0,0.0,2.75,7.275816105427624,22.0,0.0,-0.036089644,0.3397002,0.8093616,-0.90669566,8,2.75,6.800458525074646,0.008844599011354148,0.03679643804207444,26.841314187040552,33.68741374916863,359.31920632417314,9
1998000,[12904.332],0.009658927,0.010184204,0,0,1.6334467,1.042382,5.65203,41.187927,-0.7554829,1.038629,5.688904,41.573204,-0.8159698,1.0312088,5.679715,41.915325,-0.7689902,0.05286736,0.027122503,0.18012264,0.004358968,0.2660663,0.24148513,1.5558252,0.00036877627,0.40914732,0.3447292,2.193406,0.0005413408,569.9054565429688,0,0,52800,88,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01381909,0.35518542,0.9176297,-0.945777,8,0.0,6.92932417197153,0.012604473973624408,0.037076603970490396,27.086699614999816,34.06570486491546,393.3876547481632,10
1998000,[12789.627],0.005326621,0.0060799806,0,0,2.4607377,0.5909286,3.813918,37.503838,-0.6720301,0.59191126,3.8147504,37.66868,-0.6835787,0.58396596,3.818792,37.58259,-0.61014324,0.051554464,0.032775287,0.29092208,0.004838527,0.25145555,0.2628554,3.0002253,0.0003658039,0.4092325,0.41754186,4.8463926,0.00064425514,1585.1728515625,0,0,57600,96,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170493,0.33946782,0.96573865,-0.94445163,8,0.0,7.104382334975526,0.009211387019604445,0.03690162592101842,27.09328470204491,34.24378004996106,427.6361068680417,11
1998000,[12762.503],0.019455435,0.018747661,0,0,-2.861081,1.2298002,5.5832286,43.705223,-0.79774225,1.2346693,5.5772085,43.560055,-0.7937753,1.2068273,5.527193,43.139725,-0.79041606,0.049232736,0.032450777,0.18829729,0.0044133253,0.23895514,0.23022714,1.7151796,0.0001218425,0.39311603,0.34956366,2.413855,0.0003656488,3730.958984375,0,0,62400,104,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00059350807,0.33804566,0.8415094,-0.9559747,8,0.0,6.9038823179434985,0.009882844053208828,0.03628412401303649,26.71577372692991,33.665823012939654,461.3043267170433,12
1998000,[12642.627],0.0025993704,0.0039449055,0,0,11.516667,0.6403511,3.4366827,33.030407,-0.9593813,0.63637155,3.446188,33.082615,-0.9730425,0.6312715,3.4374921,33.094048,-0.89286447,0.051310554,0.03464726,0.20391001,0.0035276185,0.24705675,0.24097343,1.7433894,0.0003721944,0.3930068,0.37262595,2.6618443,0.00065089087,8787.623046875,0,0,67200,112,600.0,0.0,600,600,0.004791666666666666,0.06905582232673957,1.0,0.0,2.875,7.606535019310698,23.0,0.0,-0.009855582,0.3629536,0.84884834,-0.9598191,8,2.875,6.924742319039069,0.009091663989238441,0.03798738296609372,26.67763562698383,33.64945699297823,494.95613150508143,13
1998000,[12363.802],0.02345765,0.021842962,0,0,-9.402213,0.72575647,3.8661745,36.756027,-0.79678273,0.70076823,3.8719614,36.639965,-0.8136429,0.7512657,3.8881278,36.927948,-0.8335851,0.049508877,0.03061735,0.15249485,0.0037248628,0.22685584,0.2039407,1.3426495,9.6358024e-05,0.38963857,0.31804875,2.3830366,0.00143163,19165.927734375,0,0,72000,120,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011821553,0.3852824,0.90716505,-0.9425144,8,0.0,6.950915908906609,0.009162717964500189,0.0397992649814114,27.022996001993306,34.022873893845826,528.9812633369584,14
1998000,[12815.196],0.01020081,0.007340082,0,0,45.84516,1.1161611,5.858832,50.66681,-0.96953344,1.1147888,5.8381004,50.429672,-0.9254928,1.1053396,5.8169823,50.262672,-0.9505201,0.05208137,0.03286549,0.19252415,0.004493628,0.23982218,0.24148943,1.689197,0.00041269435,0.39158934,0.36856958,2.7894285,0.0010070081,22026.466796875,0,0,76800,128,600.0,0.0,600,600,0.008125,0.08977184622697697,1.0,0.0,4.875,10.810151479049681,33.0,0.0,0.0064795692,0.34773076,0.9906332,-0.9297335,8,4.875,6.82833791396115,0.010381725965999067,0.0389157539466396,26.888790262979455,33.766425656853244,562.7499516619137,15
1998000,[12512.732],0.01873158,0.014644394,0,0,68.257706,1.1921387,4.8739815,47.024834,-0.9971625,1.1802808,4.876033,47.112442,-1.0257884,1.2168412,4.94055,47.979847,-1.0301715,0.053098895,0.0368637,0.2644381,0.003246035,0.23726757,0.25510493,2.565283,0.00017173465,0.40248948,0.4135711,4.608361,0.0001779121,22026.466796875,0,0,81600,136,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0144485375,0.3893937,0.95273757,-0.96011895,8,0.0,7.014970941934735,0.010412944946438074,0.040651160990819335,26.79278721299488,33.85882226086687,596.611049978761,16
1998000,[12413.64],0.010723767,0.012066998,0,0,55.400223,1.0213058,4.906836,47.33709,-1.131692,1.0314814,4.9102583,47.316692,-1.0231733,1.0268809,4.9008603,47.67638,-1.0583098,0.05251632,0.035217103,0.2522842,0.0046883724,0.22063959,0.25538108,2.5369024,1.1025624e-05,0.38843375,0.38350925,3.7938752,9.39016e-05,22016.69921875,0,0,86400,144,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046291836,0.36890516,0.9916603,-0.85466707,8,0.0,7.629110574955121,0.009241826017387211,0.03860760200768709,27.352040610974655,35.02900061395485,631.6423180255806,17
1998000,[12401.735],0.035329033,0.049272563,0,0,95.32463,1.7367356,6.859001,46.961906,-0.88422287,1.7248254,6.8378043,46.774593,-0.8572393,1.8064988,6.990788,48.03537,-0.78696793,0.054327734,0.036359586,0.2767035,0.0044536577,0.24367176,0.2954685,2.8761277,0.0003203072,0.40409824,0.43462047,4.363867,0.0003283148,22026.466796875,0,0,91200,152,600.0,0.0,600,600,0.004166666666666667,0.06441510347391795,1.0,0.0,2.5,6.614378277661476,20.0,0.0,0.0038066404,0.39831695,0.99061316,-0.9465073,8,2.5,7.9797726509859785,0.00896367197856307,0.03830497094895691,27.41506358399056,35.44210487790406,667.086683171452,18
1998000,[12537.375],0.0066812527,0.0075776796,0,0,-37.19821,0.6718976,4.1093783,36.05647,-0.9799525,0.67670023,4.1103683,36.02244,-0.95404494,0.6779137,4.108981,35.999786,-1.037599,0.048311204,0.028177846,0.18493532,0.004119957,0.20758998,0.2016355,1.2206974,4.102727e-05,0.3714134,0.32869595,2.7271352,0.0004855827,22026.466796875,0,0,96000,160,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006614839,0.42492986,0.9510215,-0.9527289,8,0.0,7.69030048197601,0.009708959027193487,0.03625057404860854,27.153855138923973,34.890115153975785,701.9801466935314,19
1998000,[12196.641],0.04551383,0.051391475,0,0,36.05011,0.89219064,4.5199914,54.885162,-1.219683,0.9132064,4.541738,55.121014,-1.2110847,0.83674085,4.42753,53.97093,-1.3260984,0.051636674,0.032960624,0.19698273,0.0040616756,0.21209976,0.22245565,1.2796587,6.749218e-05,0.3754904,0.3473474,2.461919,0.00014082185,22026.466796875,0,0,100800,168,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025119038,0.40167928,0.99289054,-0.9700001,8,0.0,8.163406195002608,0.013120447983965278,0.054122647969052196,27.712254573008977,35.9429038639646,737.9254191606306,20
1998000,[12064.614],0.009811001,0.0071715154,0,0,20.565882,1.4985244,6.148697,49.934456,-0.96109104,1.5101852,6.183359,50.112904,-0.9734417,1.4971354,6.1742744,49.748405,-1.0007756,0.05093369,0.032939542,0.22103004,0.0029778874,0.22587419,0.22908494,1.5232937,4.1642175e-05,0.37205464,0.35364348,3.6694863,0.00014135457,22026.466796875,0,0,105600,176,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00045420328,0.42189878,0.9937137,-0.9321365,8,0.0,8.455287119024433,0.008818935020826757,0.04012603091541678,27.66188335698098,36.166115441941656,774.0961724176304,21
1998000,[12052.03],0.019193122,0.019277114,0,0,130.0356,1.0830787,4.6449027,28.66195,-1.6690073,1.0978887,4.6833625,28.645422,-1.8830754,1.084448,4.696706,28.807264,-1.6794502,0.05590361,0.038414247,0.2337874,0.0026155794,0.21417314,0.22882071,1.4533942,0.00030174505,0.4049854,0.42442092,3.3704705,0.000311273,22026.466796875,0,0,110400,184,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041295383,0.4427468,0.94964033,-0.96749157,8,0.0,8.323763314983808,0.009220852050930262,0.042726203915663064,27.80567546200473,36.18138583295513,810.2797540846514,22
1998000,[11783.168],0.20581985,0.21701314,0,0,-13.606858,2.2833729,7.7977433,51.575302,-1.5243828,2.2980685,7.7997713,51.490795,-1.7046504,2.3756747,8.0337515,53.495808,-1.4723892,0.049381733,0.033668548,0.2637244,0.0037248628,0.2160629,0.2281347,1.3345509,0.00022363951,0.356223,0.37585285,4.361298,0.0004757209,22006.373046875,0,0,115200,192,600.0,0.0,600,600,0.025833333333333333,0.15863786503298075,1.0,0.0,15.5,20.37154878746336,48.0,0.0,0.024041073,0.41237932,0.990584,-0.9468746,8,15.5,8.4249920489965,0.008795346016995609,0.038858613930642605,28.166661435039714,36.63930744398385,846.9213094587903,23
1998000,[11573.217],0.03388908,0.03497313,0,0,109.61665,1.2142367,5.3892727,44.49301,-1.2016841,1.2339758,5.3896327,44.506577,-1.3319241,1.1527071,5.2788534,43.509922,-1.3670446,0.05497659,0.036480095,0.22514462,0.0017050948,0.20300546,0.21722132,1.6935947,0.000110030065,0.38444343,0.40485257,3.3420434,0.00024752234,22026.466796875,0,0,120000,200,600.0,0.0,600,600,0.01875,0.13564084008881688,1.0,0.0,11.25,16.091535041754096,46.0,0.0,-0.030403163,0.4359101,0.9902831,-0.95016646,8,11.25,8.182061332976446,0.009229882038198411,0.0384663890581578,28.2732884590514,36.5030460631242,883.4265051167458,24
1998000,[11193.147],0.02438322,0.029521579,0,0,10.819485,1.998527,6.394741,46.12696,-1.1553701,1.9884992,6.365018,46.0077,-1.1869004,2.0097268,6.418624,46.301636,-1.148389,0.050491206,0.0321869,0.17347918,0.0031717354,0.21920785,0.23569036,1.4725621,2.1595059e-05,0.35813183,0.3448274,2.2024894,0.0003928498,22026.466796875,0,0,124800,208,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019593585,0.45919907,0.9917156,-0.95940405,8,0.0,8.187877062009647,0.009113569976761937,0.04351287498138845,27.88771021994762,36.12821372691542,919.5569567825878,25
1998000,[12037.284],0.015788758,0.019660007,0,0,132.88245,1.542949,6.235962,49.003006,-1.8973529,1.557356,6.2555594,49.14751,-2.1283343,1.5543804,6.1954556,48.595795,-1.8742728,0.056032855,0.034932442,0.21585825,0.0069431174,0.21313143,0.20588642,1.181415,0.00018949395,0.39231786,0.37911788,3.0411186,0.00046223908,22026.466796875,0,0,129600,216,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040989857,0.43553782,0.986076,-0.9706206,8,0.0,8.171260003000498,0.009108601021580398,0.03984872007276863,27.74383899301756,35.96405631711241,955.523313962738,26
1998000,[11124.45],0.045078762,0.041799493,0,0,100.400024,1.3019135,5.080929,37.944805,-1.5746992,1.3011818,5.0849957,37.92861,-1.6339598,1.239116,4.963028,37.16005,-1.6314358,0.054558158,0.035686035,0.2102986,0.0041631325,0.21832184,0.2362011,1.7478404,1.4076371e-05,0.39498764,0.38783658,2.9684694,0.000318281,22026.466796875,0,0,134400,224,600.0,0.0,600,600,0.017083333333333332,0.12958199356220584,1.0,0.0,10.25,17.781661902083282,43.0,0.0,0.0034003686,0.43820465,0.96167064,-0.97023696,8,10.25,8.292149550979957,0.012809701031073928,0.04166925000026822,28.272176314960234,36.61880481697153,992.1446092316182,27
1998000,[10913.648],0.040039785,0.029262464,0,0,94.620514,1.3384805,5.298623,43.92267,-2.672432,1.3377123,5.291156,43.372814,-2.801254,1.2840943,5.2459874,43.12925,-2.7994988,0.054295763,0.03911593,0.22566952,0.007220858,0.20998296,0.24379604,1.6262939,0.00016949454,0.39604512,0.4207409,3.290888,0.0015595914,22026.466796875,0,0,139200,232,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010103874,0.44863677,0.9950484,-0.95710915,8,0.0,8.168353413930163,0.010448505985550582,0.04121718695387244,27.936976972036064,36.15699607890565,1028.3038289566757,28
1998000,[10949.146],0.09712778,0.08865145,0,0,-45.654266,1.5823023,5.6908665,44.137486,-1.9157825,1.569972,5.668104,44.100323,-2.0078986,1.4973526,5.588691,44.39785,-2.3362052,0.04791628,0.029919535,0.22281423,0.0049240035,0.19070317,0.19938608,1.3435864,4.5947963e-05,0.3340816,0.3323989,3.2658863,0.0001977349,21913.6171875,0,0,144000,240,600.0,0.0,600,600,0.009166666666666667,0.09530287975129023,1.0,0.0,5.5,9.539392014169456,23.0,0.0,0.002346313,0.44390413,0.9882833,-0.9760493,8,5.5,8.383953282958828,0.009066767059266567,0.038885134970769286,27.884502528933808,36.31640771392267,1064.6227239145664,29
1998000,[10671.142],0.041262943,0.047870398,0,0,98.4313,1.7439356,6.484756,47.691532,-2.0779872,1.7094617,6.443377,47.31566,-1.9422551,1.7383971,6.478679,47.5833,-2.2650838,0.054468773,0.035495926,0.18718992,0.002834316,0.22243845,0.24498898,1.5364666,9.039454e-05,0.3722885,0.373287,2.3368416,0.00029191133,22026.466796875,0,0,148800,248,600.0,0.0,600,600,0.004375,0.06599893465049265,1.0,0.0,2.625,6.9450971915445505,21.0,0.0,0.006589851,0.45678324,0.9725846,-0.95467156,8,2.625,8.213015988003463,0.010776159004308283,0.04102586896624416,27.882290338980965,36.14710835495498,1100.7721061895136,30
1998000,[10482.932],0.119482756,0.12155363,0,0,71.79605,1.9960811,6.849099,42.121017,-1.8396664,1.9836276,6.8294377,42.708267,-1.7599322,2.055358,7.0090814,44.27258,-1.8423363,0.053259537,0.03632108,0.2785764,0.007270216,0.21128231,0.2236346,1.3341659,2.8846066e-06,0.37321717,0.41789475,4.3908525,4.7652375e-05,22026.466796875,0,0,153600,256,600.0,0.0,600,600,0.009583333333333333,0.09742429397001323,1.0,0.0,5.75,15.213070038621396,46.0,0.0,0.010933118,0.40821156,0.9791486,-0.91645366,8,5.75,8.527690524002537,0.00878423498943448,0.03806147596333176,27.643023179029115,36.21755941398442,1136.991883076611,31
1998000,[10957.112],0.10742329,0.097631924,0,0,125.67208,1.7286434,6.1570916,45.234104,-1.6383525,1.7611836,6.175254,45.38667,-1.6320595,1.8423474,6.188357,44.469784,-1.3914654,0.055705503,0.035070036,0.20305057,0.002876068,0.23191984,0.2545354,1.5501965,2.3048847e-06,0.38983563,0.38659766,2.8619614,7.4121017e-06,22026.466796875,0,0,158400,264,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019716574,0.42284632,0.97913516,-0.9433083,8,0.0,8.33076552208513,0.009177392930723727,0.04178161802701652,28.10898230993189,36.49070684297476,1173.48474835651,32
1998000,[10867.082],0.10373676,0.103185244,0,0,24.588879,2.3711557,7.211574,46.707703,-2.0309818,2.3628395,7.204538,46.390984,-2.0337346,2.3926308,7.297073,48.740265,-1.9918923,0.051116336,0.031739075,0.18924202,0.0021669075,0.1855959,0.20218275,1.4074234,0.0002096424,0.33520457,0.31671828,2.6170874,0.0006641333,22026.466796875,0,0,163200,272,600.0,0.0,600,600,0.007291666666666667,0.08507936450096985,1.0,0.0,4.375,11.575161985907584,35.0,0.0,-0.0046265665,0.43354213,0.95536566,-0.9328331,8,4.375,8.270315030007623,0.00884561100974679,0.041928315069526434,27.835596757940948,36.156685714027844,1209.6436970005743,33
1998000,[10099.065],0.16797227,0.15826571,0,0,-6.9656096,1.4688416,5.517794,35.732327,-1.6023257,1.4594824,5.5206404,35.96307,-1.6578484,1.5202297,5.5944314,36.1724,-1.6709001,0.04968313,0.03133041,0.15153028,0.0050317687,0.17654458,0.19089958,1.3740308,7.765937e-05,0.32866755,0.307853,1.9170471,0.00046165247,21986.150390625,0,0,168000,280,600.0,0.0,600,600,0.009791666666666667,0.09846720230896965,1.0,0.0,5.875,10.17886904326802,24.0,0.0,0.008968531,0.44157463,0.9778119,-0.93872553,8,5.875,8.207843036972918,0.007963627926073968,0.03511105105280876,27.659800850087777,35.91071856603958,1245.5565535607748,34
